Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
External Fragmentation (Vertical);1;all; ;0.4385193793635755;0.44149035191375835;0.4419989524410568;0.439874441687909;0.44421529477281513;0.44288225759314864;0.4390982601252771;0.4418870144158473;0.4478354799623743;0.44187291271002976
External Fragmentation (Vertical);2;all; ;0.5080206956408887;0.510909516233244;0.507293983617217;0.5083274309425694;0.5008391547719662;0.5063301057988969;0.5100534908497799;0.4979245073927864;0.507553587740773;0.5078869663508808
External Fragmentation (Vertical);3;all; ;0.5614243009544118;0.5653510471877721;0.5633966807697948;0.5599454731268363;0.5562311489032317;0.5605699771552461;0.5591798341066552;0.5572263865708988;0.5587395888359424;0.558864465523339
External Fragmentation (Vertical);4;all; ;0.606838171397431;0.6008272588177495;0.6047476424124775;0.604942033726402;0.6016848713743627;0.5946630493929149;0.5986581675238534;0.6036761596201925;0.602252996163481;0.6017753330466954
External Fragmentation (Vertical);5;all; ;0.6370932800960366;0.6368154595434161;0.638595887560955;0.6317595936384597;0.637086190544808;0.6357976098270643;0.6339228324519646;0.6343292922492024;0.6353992173652595;0.6380090779629213


External Fragmentation (Horizontal);1;all; ;0.385291235689277;0.38949014221832506;0.3879757778895334;0.393828869018128;0.3962128644003035;0.39146818883256757;0.39218935993843124;0.3982476272247953;0.39703780177528564;0.38958264155654765
External Fragmentation (Horizontal);2;all; ;0.48393518732135277;0.47947508844084036;0.4709080753880401;0.48084675999006965;0.47199587541063676;0.4783273139045051;0.4826506131584054;0.46004527876604845;0.4835074903713512;0.47860213716632816
External Fragmentation (Horizontal);3;all; ;0.5460220092044322;0.5531507016102983;0.5482255396981223;0.5513072551424985;0.5412468855847565;0.5492039229772422;0.5467152107391804;0.5453671748860887;0.5462716034985923;0.5438497226976056
External Fragmentation (Horizontal);4;all; ;0.6051802051312435;0.5968589552003221;0.6018661689251612;0.600296065037343;0.599713276698011;0.5893962162188326;0.5932846893125138;0.5986736853102023;0.6009891570769531;0.6011238650677991
External Fragmentation (Horizontal);5;all; ;0.6329624498592696;0.6329067734567018;0.6348056228292165;0.6301700005833323;0.6346069998166511;0.6297252584421333;0.6309014673551727;0.6311602344562601;0.6321001893063773;0.6345194085347536


External Fragmentation Per Link;1;<8-4>; ;0.4417102188963589;0.4463574023827865;0.44873700147576867;0.4394227638010724;0.45211788061143365;0.45329953410708407;0.45836123791510025;0.4351697909735553;0.4643221926190477;0.45078131352793643
External Fragmentation Per Link;1;<18-19>; ;0.5153537148979837;0.5180214627691961;0.5227964452447241;0.5240186153345322;0.5299606365627455;0.5106062113583908;0.5201614224027482;0.528521390351761;0.5253857494665448;0.5226619723095157
External Fragmentation Per Link;1;<14-19>; ;0.5256551157410082;0.5273873539158924;0.531814392157757;0.5392757856842195;0.534368728705485;0.5313762555592517;0.5284064241357737;0.5216166124490988;0.5289238936630256;0.540921505548069
External Fragmentation Per Link;1;<13-9>; ;0.5527760796930851;0.5801693235680736;0.5688025906362884;0.5540242675591591;0.5589673951853498;0.5604783577111859;0.5675906527797215;0.5614060552170725;0.5617577121965257;0.5571499116994967
External Fragmentation Per Link;1;<18-11>; ;0.30329140391453213;0.28700700746388813;0.3058519297685291;0.2980232531001539;0.2957794165690931;0.307611109282073;0.302721259403068;0.3002024224309689;0.30712739409757417;0.32516923938167086
External Fragmentation Per Link;1;<15-13>; ;0.4529881123803361;0.4428190249111667;0.45731065702994145;0.4434834652598991;0.43953600326610465;0.45055628207525367;0.44744169445464227;0.4536134936772171;0.4508315217262087;0.4523596332683506
External Fragmentation Per Link;1;<10-22>; ;0.18878216193972167;0.19427592932570817;0.18783409578718294;0.19180962969993598;0.20566260996678098;0.2054918714324847;0.20613437982066685;0.18653290635691136;0.20270212975568327;0.19158783683708488
External Fragmentation Per Link;1;<13-8>; ;0.35398754548160277;0.33092228564377696;0.3641526082221708;0.3332956976611798;0.3175858743372231;0.3538738180656241;0.3255666817082044;0.34258275017049516;0.3436618235247036;0.3511263548972612
External Fragmentation Per Link;1;<15-14>; ;0.48266214676040553;0.5047348363473879;0.49151856249623205;0.4815487686757816;0.5087083574552648;0.5020692751571083;0.5000857827783125;0.5010405577708726;0.48697986628227274;0.4950008664652702
External Fragmentation Per Link;1;<12-3>; ;0.4802681918472318;0.49467632996648087;0.4990252475133651;0.5059761603422044;0.48427682362178315;0.4919694756867008;0.47631547699731525;0.4897727471922881;0.4997310954709254;0.47763525628300807
External Fragmentation Per Link;1;<8-13>; ;0.3359025135133807;0.3098066402666034;0.3341910351764361;0.35043252388105234;0.32324549611856485;0.3243289772022983;0.34300199543906207;0.35503344834968853;0.32703670976290433;0.3462533853936278
External Fragmentation Per Link;1;<14-13>; ;0.5521745708540761;0.570770182049009;0.5545416315101608;0.5600485087772943;0.5494902670051555;0.5509256095534604;0.5644520538953187;0.5601660458616483;0.5544670332081202;0.5590823058321743
External Fragmentation Per Link;1;<21-26>; ;0.49286614004307805;0.5126261671611626;0.4967844221973913;0.5071450641400186;0.5161746811824719;0.5052849855104938;0.49349040228658597;0.5130245415526651;0.5271730000183776;0.48888825657946083
External Fragmentation Per Link;1;<11-3>; ;0.3548275235624474;0.35364578182929646;0.3459124637230888;0.349705326487179;0.33631506186089677;0.35994924215962476;0.35752028535433744;0.3451921771252408;0.3659321116632712;0.3715214164622581
