Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
External Fragmentation (Vertical);1;all; ;0.30205992804323173;0.30255174474612;0.30256993888698747;0.30301163193175235;0.30267951655895703;0.30203883307118673;0.302433500365939;0.30271907095000056;0.3024346049290195;0.3022744852321501
External Fragmentation (Vertical);2;all; ;0.32346977273335287;0.3238631437008749;0.32404661043530797;0.3224596745127448;0.32369085527201796;0.3241671387241206;0.32347911285143255;0.32394044103547426;0.32352232874548686;0.3232866079772722
External Fragmentation (Vertical);3;all; ;0.3416313024557119;0.342366489984934;0.34176178499889653;0.3424337730214492;0.3419193372111125;0.34206431119742725;0.342137025581578;0.3411947663522494;0.3424072032169728;0.34157205200217466
External Fragmentation (Vertical);4;all; ;0.35844193003185126;0.3587123455026249;0.35892215042201864;0.35876974953451707;0.3588256078954605;0.3579048231977925;0.35902390155479036;0.3580041451895639;0.3595317118158012;0.3595682028750003
External Fragmentation (Vertical);5;all; ;0.37403943572111514;0.37408582866231854;0.37528219226528753;0.37382654143502875;0.37447361588666334;0.3742313531434631;0.3747332946385331;0.37396581403134244;0.3744491078634398;0.373871605513145


External Fragmentation (Horizontal);1;all; ;0.4164865062818444;0.4166753010695441;0.41680073593838096;0.41740523211284225;0.4162257651523376;0.4155014484483921;0.4168808489051436;0.41697145491412063;0.4162038896004125;0.41688225183488714
External Fragmentation (Horizontal);2;all; ;0.43684192355389256;0.43736774539608964;0.43796380059819684;0.4357028426609755;0.436987856900076;0.4377364627536225;0.43703360026929683;0.4373886684171113;0.43702126967457766;0.4367233901019349
External Fragmentation (Horizontal);3;all; ;0.4530489079476579;0.45367400791081347;0.45343277717621905;0.4537644912467171;0.4534587053615527;0.4533562413930405;0.45389396923975933;0.45300838166593904;0.4540430692163276;0.4539925610042063
External Fragmentation (Horizontal);4;all; ;0.46856277073745195;0.46811708006267416;0.46796478935503977;0.46845655853454526;0.4671444869485451;0.4678653587700139;0.46793803359921565;0.4677603888190025;0.46880486305345015;0.4689169990670314
External Fragmentation (Horizontal);5;all; ;0.480330970585472;0.480476544704317;0.4815341396105702;0.4804421277911616;0.4807334907439863;0.48118057889828897;0.48142904878099774;0.48065140366340875;0.4811222542156666;0.48091749203361644


External Fragmentation Per Link;1;<16-12>; ;0.5736781273273829;0.5740103882760698;0.5716778794681713;0.5725095978978624;0.571183128663827;0.5719470507139192;0.5726163249610576;0.5727912384803976;0.5713690621391815;0.5735392399207855
External Fragmentation Per Link;1;<17-23>; ;0.22401206068194024;0.22691671080646483;0.2262045256084566;0.22957265518878098;0.2272766812830431;0.22373991370526272;0.23083734727897848;0.22608994493484652;0.2269748720723863;0.22638941377198332
External Fragmentation Per Link;1;<12-11>; ;0.04055648352658762;0.03906823084948073;0.04078594754814131;0.040404346004097556;0.03758848130842757;0.035505202663470285;0.039735546520083646;0.03925571611186079;0.03892080324242184;0.04147532579972108
External Fragmentation Per Link;1;<16-17>; ;0.08081989121086945;0.0843309603701021;0.08528293842871174;0.08633244096989844;0.08475575132046856;0.08533005018363313;0.08428490901269345;0.08326614205469972;0.08352580269658304;0.08733364302472152
External Fragmentation Per Link;1;<12-13>; ;0.30106130065968206;0.30120238597416704;0.2995130789488889;0.30426486024959676;0.3057223664762888;0.29305879329257856;0.29469270660658775;0.30043964955007607;0.30201903168975464;0.299672713734401
External Fragmentation Per Link;1;<16-15>; ;0.285928144848629;0.29162420279103723;0.2905041150770418;0.2864646580435358;0.2904546256577932;0.2868025976568446;0.2903106572556447;0.288677037822346;0.2902080510764546;0.2876416679024863
External Fragmentation Per Link;1;<22-16>; ;0.4001255765676306;0.40108482480142854;0.4013093452972728;0.39949220906073246;0.40051513813788286;0.39997169603945;0.3974096426346894;0.3965454055718536;0.3941321636716989;0.3989365289665342
External Fragmentation Per Link;1;<22-17>; ;0.3892897947478339;0.384692420098528;0.38778490687177286;0.3922624917694597;0.39132851881946645;0.3909349102968812;0.39021470936217206;0.38843659386319834;0.3945135278612365;0.39112988199436577
