Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
External Fragmentation (Vertical);1;all; ;0.5093986848652533;0.5088993806600797;0.5066619726257199;0.5109346457264238;0.5193124319115437;0.5065408091986741;0.5120301021530618;0.5173634305513279;0.5158175232255653;0.5116804208329683
External Fragmentation (Vertical);2;all; ;0.5368053623134437;0.546096253235268;0.5379033758010827;0.5442272228494288;0.5358656545294289;0.5373421853730453;0.5438917209280465;0.5380538662973073;0.5467023212611604;0.5378424455976449
External Fragmentation (Vertical);3;all; ;0.572316732298627;0.5643399742515253;0.5662876085075103;0.5611009465262223;0.562310016975742;0.5630299630531072;0.5579586888603533;0.5701304048223438;0.5634900344804087;0.5693923182129584
External Fragmentation (Vertical);4;all; ;0.5893973511551202;0.5980041226695608;0.5858419145640129;0.5952255749207274;0.5900723039917815;0.5888551489324424;0.5881629014621401;0.5831602620238472;0.5897110890925025;0.5916103712391547
External Fragmentation (Vertical);5;all; ;0.6105020105340614;0.6084217979799231;0.6104221284650884;0.6082668904678209;0.6014452103621356;0.6069122101059093;0.60830747591751;0.6056190576924458;0.6065265167570796;0.5984473687067413


External Fragmentation (Horizontal);1;all; ;0.552736462877277;0.5541876214274258;0.5561642372449899;0.5530717474397756;0.5676185088688198;0.5539580585678631;0.558761093969738;0.5676652566134646;0.5629018737170725;0.5578586278390839
External Fragmentation (Horizontal);2;all; ;0.5855502712075144;0.5898576610223464;0.58408667759933;0.5901779212876384;0.5849951949279073;0.5871471326363092;0.5900083554687159;0.5886667061985591;0.5955553702741855;0.5845891171376532
External Fragmentation (Horizontal);3;all; ;0.6176887274092416;0.6053417487303655;0.6100838589625208;0.6052500131994011;0.6097500530848675;0.6091497381388842;0.6057274034323799;0.6155445292583162;0.6087664065278302;0.6147419196155016
External Fragmentation (Horizontal);4;all; ;0.6279032695725882;0.6356937974133278;0.6260846772020229;0.6330340565291577;0.631393508817346;0.627163563540087;0.6289053155712956;0.6243939264030306;0.6275363973554514;0.6341039358948618
External Fragmentation (Horizontal);5;all; ;0.6395382533043915;0.6419038415943907;0.6417952400454819;0.6370702526663513;0.6379887851327805;0.6392392900388988;0.6392628576189969;0.6390862308584986;0.6356880455246462;0.6354902257407093


External Fragmentation Per Link;1;<14-11>; ;0.629540030282261;0.6009148468356845;0.5970313703004864;0.610868958357797;0.6367368154038374;0.6157795060091165;0.6470300718760537;0.6162752964055315;0.6235282129743309;0.6407448994126973
External Fragmentation Per Link;1;<6-13>; ;0.3701594388845054;0.35955258853397215;0.35619187019081194;0.33882029648473727;0.36567422549619755;0.3529850328988422;0.3969555328266617;0.37144005492816334;0.39215393923107816;0.3831862624888441
External Fragmentation Per Link;1;<4-11>; ;0.6021189311484303;0.6146222754408087;0.6315677671430606;0.6189262743637625;0.6235125169073371;0.6328422195963243;0.6196329581871307;0.6328752027006731;0.6457698168022858;0.6051781862082015
