Metrics;LoadPoint;Bandwidth;src;dest;;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
bandwidth blocking probability;1;all;all;all; ;0.14229559854326676;0.1397675233130088;0.14514962957007108;0.13528506387440178;0.14098133106848373;0.1380628023425624;0.13614366372833542;0.14387094510617945;0.1434222307201417;0.1390514709494892
bandwidth blocking probability;2;all;all;all; ;0.16059833860240227;0.165372338854558;0.16233901163058492;0.16430394783866628;0.16776883512535307;0.16097181705362074;0.16842726582010017;0.16236250713508146;0.16513150561691187;0.16516244120337564
bandwidth blocking probability;3;all;all;all; ;0.18816523823392292;0.19479764759786822;0.19116224155824432;0.18638172385352714;0.1846054443911022;0.18963033642001034;0.19311579943472593;0.18791374033533945;0.1878278787783051;0.19238554767609806
bandwidth blocking probability;4;all;all;all; ;0.21455410452199822;0.2104569530809443;0.21404860086484018;0.20603612064428992;0.20933655816820163;0.21527086045364574;0.2103418165170111;0.21084291639547645;0.20882476896282504;0.2072598152449246
bandwidth blocking probability;5;all;all;all; ;0.23479107986183262;0.23413082389857154;0.2320861001130792;0.23674241456530196;0.2361109592965345;0.23809560286001957;0.22895009266193941;0.23503817276411784;0.23607978519013312;0.23559685189813034


bandwidth blocking probabilities per pair;1;all;5;2; ;0.1611716264087976;0.1220524557450448;0.11818667130888579;0.1595139006395079;0.16380421605509685;0.1461755479175441;0.14980820478550455;0.09241856668811455;0.15638033895823014;0.1636155269822323
bandwidth blocking probabilities per pair;1;all;6;10; ;0.0;0.0;0.0;0.0;0.001575371077428062;0.0;1.4901607447441527E-4;0.005455946301775667;9.762076709615429E-4;4.372710329876069E-5
bandwidth blocking probabilities per pair;1;all;11;5; ;0.10304645347937855;0.13136408168952116;0.12890761104051393;0.18610289682579156;0.09812303020825695;0.11700740932596337;0.13225616706740642;0.21465216001739348;0.10712711659224536;0.17479817781513304
bandwidth blocking probabilities per pair;1;all;11;2; ;0.15277397046823532;0.2018552917550261;0.15134731351416858;0.20772587360191638;0.1966667288445314;0.1645261313392797;0.136342818755661;0.168826840137652;0.16729749086765125;0.10190576819844127
bandwidth blocking probabilities per pair;1;all;10;3; ;8.81182366755706E-4;0.0;0.0;0.0;0.0;0.004447048815376167;0.0;0.0;0.0;0.005218228487871577
bandwidth blocking probabilities per pair;1;all;7;11; ;0.5126588280149111;0.5175014566804016;0.4458722526180637;0.4571963847985017;0.38762021380488504;0.4920836677951089;0.43670341639691834;0.4414074169793389;0.35927891654493205;0.4789224042792034
bandwidth blocking probabilities per pair;1;all;5;3; ;0.10603302133585424;0.16620416339760555;0.137291889095097;0.13858139141583947;0.15606104302752594;0.12144766527036034;0.17553014743329948;0.2179062073424216;0.1505681788116424;0.09925779442553107
bandwidth blocking probabilities per pair;1;all;6;12; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bandwidth blocking probabilities per pair;1;all;14;6; ;0.006870233712344334;5.992589368689731E-4;0.0012757379418944865;0.0013498470185123942;2.927305556846315E-4;1.7764984065876362E-4;3.5756205368899494E-4;8.78369020628998E-4;0.001736866168554022;0.0
bandwidth blocking probabilities per pair;1;all;8;4; ;0.15353119202842347;0.24125805682258541;0.1809777236917446;0.19974029934146165;0.1596590724873679;0.24539823547748302;0.14137574111026383;0.2434958266311278;0.11026604716325737;0.13306711342860125
bandwidth blocking probabilities per pair;1;all;8;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bandwidth blocking probabilities per pair;1;all;3;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bandwidth blocking probabilities per pair;1;all;13;4; ;0.0601218067359759;0.05900068618382519;0.10378960893731137;0.0541005437070259;0.07920961842320587;0.08125705639274595;0.12007975755636348;0.09709997070361305;0.06471587675931423;0.05280821597915543
bandwidth blocking probabilities per pair;1;all;14;13; ;0.0014687766058536064;0.012655625448817343;0.01296668245352954;0.002551079823050597;0.02552135134024494;0.011417053052466729;0.0021343517199768165;0.002735464101511388;0.008229971163975879;3.2968832374059446E-4
bandwidth blocking probabilities per pair;1;all;5;11; ;0.095206423986478;0.1089979895174053;0.08073562793150896;0.07044973826367429;0.12404111669079274;0.14483184715952718;0.12958322878477274;0.07691748751893064;0.12558057857592234;0.09313742835288721
bandwidth blocking probabilities per pair;1;all;5;6; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bandwidth blocking probabilities per pair;1;all;7;9; ;0.25549440163401516;0.2087788397982951;0.27302899720678125;0.17456938031835892;0.2687421858818635;0.19349279246542944;0.08904569673005391;0.243152570325969;0.1424283939710429;0.1782163255416998
bandwidth blocking probabilities per pair;1;all;9;11; ;0.029962726816951054;0.038765687431638884;0.055496343617424206;0.03215910654953551;0.041852108314033167;0.0597506196514311;0.06255610340256097;0.06120899680536136;0.047779123566390656;0.0859858130056945
bandwidth blocking probabilities per pair;1;all;4;1; ;0.031826065382872595;0.05524154674150534;0.09344161704069381;0.07836341210757576;0.07379968439438196;0.05453499635662428;0.07545184274771159;0.07785548004583463;0.06378074148986393;0.08801484247022512
bandwidth blocking probabilities per pair;1;all;10;12; ;0.016115987474515432;0.0069543199925625205;0.0039040293951218275;0.011465550250563011;0.011328255635252788;0.018585313966966922;0.006662740207467993;0.004483321167470422;0.0016775934362486544;0.015447488520340122
